# 2025-10-21 13:50:18
dog-01: x=5.00, y=6.00, θ=192.0 degrees
dog-11: x=31.60, y=8.40, θ=20.0 degrees
dog-12: x=31.60, y=8.40, θ=221.0 degrees
dog-13: x=29.60, y=7.40, θ=219.0 degrees
dog-14: x=30.60, y=7.40, θ=250.0 degrees
dog-15: x=30.60, y=8.40, θ=250.0 degrees
dog-16: x=29.60, y=8.40, θ=150.0 degrees
dog-17: x=30.60, y=8.40, θ=313.0 degrees
dog-18: x=30.60, y=8.40, θ=247.0 degrees
dog-19: x=29.60, y=8.40, θ=3.0 degrees
dog-20: x=29.60, y=8.40, θ=282.0 degrees
# 2025-10-21 13:51:56
dog-01: x=30.30, y=8.80, θ=207.0 degrees
dog-02: x=32.30, y=8.80, θ=341.0 degrees
dog-03: x=32.30, y=7.80, θ=257.0 degrees
dog-04: x=30.30, y=8.80, θ=93.0 degrees
dog-05: x=31.30, y=8.80, θ=334.0 degrees
dog-06: x=31.30, y=7.80, θ=127.0 degrees
dog-07: x=30.30, y=8.80, θ=114.0 degrees
dog-08: x=32.30, y=8.80, θ=239.0 degrees
dog-09: x=30.30, y=7.80, θ=12.0 degrees
dog-10: x=31.30, y=7.80, θ=49.0 degrees
dog-11: x=32.30, y=8.80, θ=35.0 degrees
dog-12: x=32.30, y=8.80, θ=236.0 degrees
dog-13: x=30.30, y=7.80, θ=234.0 degrees
dog-14: x=31.30, y=7.80, θ=265.0 degrees
dog-15: x=31.30, y=8.80, θ=265.0 degrees
dog-16: x=30.30, y=8.80, θ=165.0 degrees
dog-17: x=31.30, y=8.80, θ=328.0 degrees
dog-18: x=31.30, y=8.80, θ=262.0 degrees
dog-19: x=30.30, y=8.80, θ=18.0 degrees
dog-20: x=30.30, y=8.80, θ=297.0 degrees
# 2025-10-21 13:51:58
dog-01: x=30.00, y=6.20, θ=222.0 degrees
dog-02: x=32.00, y=6.20, θ=356.0 degrees
dog-03: x=32.00, y=5.20, θ=272.0 degrees
dog-04: x=30.00, y=6.20, θ=108.0 degrees
dog-05: x=31.00, y=6.20, θ=349.0 degrees
dog-06: x=31.00, y=5.20, θ=142.0 degrees
dog-07: x=30.00, y=6.20, θ=129.0 degrees
dog-08: x=32.00, y=6.20, θ=254.0 degrees
dog-09: x=30.00, y=5.20, θ=27.0 degrees
dog-10: x=31.00, y=5.20, θ=64.0 degrees
dog-11: x=32.00, y=6.20, θ=50.0 degrees
dog-12: x=32.00, y=6.20, θ=251.0 degrees
dog-13: x=30.00, y=5.20, θ=249.0 degrees
dog-14: x=31.00, y=5.20, θ=280.0 degrees
dog-15: x=31.00, y=6.20, θ=280.0 degrees
dog-16: x=30.00, y=6.20, θ=180.0 degrees
dog-17: x=31.00, y=6.20, θ=343.0 degrees
dog-18: x=31.00, y=6.20, θ=277.0 degrees
dog-19: x=30.00, y=6.20, θ=33.0 degrees
dog-20: x=30.00, y=6.20, θ=312.0 degrees
# 2025-10-21 13:52:00
dog-01: x=30.70, y=6.30, θ=237.0 degrees
dog-02: x=32.70, y=6.30, θ=11.0 degrees
dog-03: x=32.70, y=5.30, θ=287.0 degrees
dog-04: x=30.70, y=6.30, θ=123.0 degrees
dog-05: x=31.70, y=6.30, θ=4.0 degrees
dog-06: x=31.70, y=5.30, θ=157.0 degrees
dog-07: x=30.70, y=6.30, θ=144.0 degrees
dog-08: x=32.70, y=6.30, θ=269.0 degrees
dog-09: x=30.70, y=5.30, θ=42.0 degrees
dog-10: x=31.70, y=5.30, θ=79.0 degrees
dog-11: x=32.70, y=6.30, θ=65.0 degrees
dog-12: x=32.70, y=6.30, θ=266.0 degrees
dog-13: x=30.70, y=5.30, θ=264.0 degrees
dog-14: x=31.70, y=5.30, θ=295.0 degrees
dog-15: x=31.70, y=6.30, θ=295.0 degrees
dog-16: x=30.70, y=6.30, θ=195.0 degrees
dog-17: x=31.70, y=6.30, θ=358.0 degrees
dog-18: x=31.70, y=6.30, θ=292.0 degrees
dog-19: x=30.70, y=6.30, θ=48.0 degrees
dog-20: x=30.70, y=6.30, θ=327.0 degrees
# 2025-10-21 13:52:02
dog-01: x=31.40, y=6.70, θ=252.0 degrees
dog-02: x=33.40, y=6.70, θ=26.0 degrees
dog-03: x=33.40, y=5.70, θ=302.0 degrees
dog-04: x=31.40, y=6.70, θ=138.0 degrees
dog-05: x=32.40, y=6.70, θ=19.0 degrees
dog-06: x=32.40, y=5.70, θ=172.0 degrees
dog-07: x=31.40, y=6.70, θ=159.0 degrees
dog-08: x=33.40, y=6.70, θ=284.0 degrees
dog-09: x=31.40, y=5.70, θ=57.0 degrees
dog-10: x=32.40, y=5.70, θ=94.0 degrees
dog-11: x=33.40, y=6.70, θ=80.0 degrees
dog-12: x=33.40, y=6.70, θ=281.0 degrees
dog-13: x=31.40, y=5.70, θ=279.0 degrees
dog-14: x=32.40, y=5.70, θ=310.0 degrees
dog-15: x=32.40, y=6.70, θ=310.0 degrees
dog-16: x=31.40, y=6.70, θ=210.0 degrees
dog-17: x=32.40, y=6.70, θ=13.0 degrees
dog-18: x=32.40, y=6.70, θ=307.0 degrees
dog-19: x=31.40, y=6.70, θ=63.0 degrees
dog-20: x=31.40, y=6.70, θ=342.0 degrees
# 2025-10-21 13:52:04
dog-01: x=32.10, y=7.10, θ=267.0 degrees
dog-02: x=34.10, y=7.10, θ=41.0 degrees
dog-03: x=34.10, y=6.10, θ=317.0 degrees
dog-04: x=32.10, y=7.10, θ=153.0 degrees
dog-05: x=33.10, y=7.10, θ=34.0 degrees
dog-06: x=33.10, y=6.10, θ=187.0 degrees
dog-07: x=32.10, y=7.10, θ=174.0 degrees
dog-08: x=34.10, y=7.10, θ=299.0 degrees
dog-09: x=32.10, y=6.10, θ=72.0 degrees
dog-10: x=33.10, y=6.10, θ=109.0 degrees
dog-11: x=34.10, y=7.10, θ=95.0 degrees
dog-12: x=34.10, y=7.10, θ=296.0 degrees
dog-13: x=32.10, y=6.10, θ=294.0 degrees
dog-14: x=33.10, y=6.10, θ=325.0 degrees
dog-15: x=33.10, y=7.10, θ=325.0 degrees
dog-16: x=32.10, y=7.10, θ=225.0 degrees
dog-17: x=33.10, y=7.10, θ=28.0 degrees
dog-18: x=33.10, y=7.10, θ=322.0 degrees
dog-19: x=32.10, y=7.10, θ=78.0 degrees
dog-20: x=32.10, y=7.10, θ=357.0 degrees
# 2025-10-21 13:52:06
dog-01: x=32.80, y=7.20, θ=282.0 degrees
dog-02: x=34.80, y=7.20, θ=56.0 degrees
dog-03: x=34.80, y=6.20, θ=332.0 degrees
dog-04: x=32.80, y=7.20, θ=168.0 degrees
dog-05: x=33.80, y=7.20, θ=49.0 degrees
dog-06: x=33.80, y=6.20, θ=202.0 degrees
dog-07: x=32.80, y=7.20, θ=189.0 degrees
dog-08: x=34.80, y=7.20, θ=314.0 degrees
dog-09: x=32.80, y=6.20, θ=87.0 degrees
dog-10: x=33.80, y=6.20, θ=124.0 degrees
dog-11: x=34.80, y=7.20, θ=110.0 degrees
dog-12: x=34.80, y=7.20, θ=311.0 degrees
dog-13: x=32.80, y=6.20, θ=309.0 degrees
dog-14: x=33.80, y=6.20, θ=340.0 degrees
dog-15: x=33.80, y=7.20, θ=340.0 degrees
dog-16: x=32.80, y=7.20, θ=240.0 degrees
dog-17: x=33.80, y=7.20, θ=43.0 degrees
dog-18: x=33.80, y=7.20, θ=337.0 degrees
dog-19: x=32.80, y=7.20, θ=93.0 degrees
dog-20: x=32.80, y=7.20, θ=12.0 degrees
# 2025-10-21 13:52:08
dog-01: x=32.50, y=7.60, θ=297.0 degrees
dog-02: x=34.50, y=7.60, θ=71.0 degrees
dog-03: x=34.50, y=6.60, θ=347.0 degrees
dog-04: x=32.50, y=7.60, θ=183.0 degrees
dog-05: x=33.50, y=7.60, θ=64.0 degrees
dog-06: x=33.50, y=6.60, θ=217.0 degrees
dog-07: x=32.50, y=7.60, θ=204.0 degrees
dog-08: x=34.50, y=7.60, θ=329.0 degrees
dog-09: x=32.50, y=6.60, θ=102.0 degrees
dog-10: x=33.50, y=6.60, θ=139.0 degrees
dog-11: x=34.50, y=7.60, θ=125.0 degrees
dog-12: x=34.50, y=7.60, θ=326.0 degrees
dog-13: x=32.50, y=6.60, θ=324.0 degrees
dog-14: x=33.50, y=6.60, θ=355.0 degrees
dog-15: x=33.50, y=7.60, θ=355.0 degrees
dog-16: x=32.50, y=7.60, θ=255.0 degrees
dog-17: x=33.50, y=7.60, θ=58.0 degrees
dog-18: x=33.50, y=7.60, θ=352.0 degrees
dog-19: x=32.50, y=7.60, θ=108.0 degrees
dog-20: x=32.50, y=7.60, θ=27.0 degrees
# 2025-10-21 13:52:10
dog-01: x=33.20, y=8.00, θ=312.0 degrees
dog-02: x=35.20, y=8.00, θ=86.0 degrees
dog-03: x=35.20, y=7.00, θ=2.0 degrees
dog-04: x=33.20, y=8.00, θ=198.0 degrees
dog-05: x=34.20, y=8.00, θ=79.0 degrees
dog-06: x=34.20, y=7.00, θ=232.0 degrees
dog-07: x=33.20, y=8.00, θ=219.0 degrees
dog-08: x=35.20, y=8.00, θ=344.0 degrees
dog-09: x=33.20, y=7.00, θ=117.0 degrees
dog-10: x=34.20, y=7.00, θ=154.0 degrees
dog-11: x=35.20, y=8.00, θ=140.0 degrees
dog-12: x=35.20, y=8.00, θ=341.0 degrees
dog-13: x=33.20, y=7.00, θ=339.0 degrees
dog-14: x=34.20, y=7.00, θ=10.0 degrees
dog-15: x=34.20, y=8.00, θ=10.0 degrees
dog-16: x=33.20, y=8.00, θ=270.0 degrees
dog-17: x=34.20, y=8.00, θ=73.0 degrees
dog-18: x=34.20, y=8.00, θ=7.0 degrees
dog-19: x=33.20, y=8.00, θ=123.0 degrees
dog-20: x=33.20, y=8.00, θ=42.0 degrees
# 2025-10-21 13:52:12
dog-01: x=33.90, y=8.10, θ=327.0 degrees
dog-02: x=35.90, y=8.10, θ=101.0 degrees
dog-03: x=35.90, y=7.10, θ=17.0 degrees
dog-04: x=33.90, y=8.10, θ=213.0 degrees
dog-05: x=34.90, y=8.10, θ=94.0 degrees
dog-06: x=34.90, y=7.10, θ=247.0 degrees
dog-07: x=33.90, y=8.10, θ=234.0 degrees
dog-08: x=35.90, y=8.10, θ=359.0 degrees
dog-09: x=33.90, y=7.10, θ=132.0 degrees
dog-10: x=34.90, y=7.10, θ=169.0 degrees
dog-11: x=35.90, y=8.10, θ=155.0 degrees
dog-12: x=35.90, y=8.10, θ=356.0 degrees
dog-13: x=33.90, y=7.10, θ=354.0 degrees
dog-14: x=34.90, y=7.10, θ=25.0 degrees
dog-15: x=34.90, y=8.10, θ=25.0 degrees
dog-16: x=33.90, y=8.10, θ=285.0 degrees
dog-17: x=34.90, y=8.10, θ=88.0 degrees
dog-18: x=34.90, y=8.10, θ=22.0 degrees
dog-19: x=33.90, y=8.10, θ=138.0 degrees
dog-20: x=33.90, y=8.10, θ=57.0 degrees
# 2025-10-21 13:52:14
dog-01: x=34.60, y=8.50, θ=342.0 degrees
dog-02: x=36.60, y=8.50, θ=116.0 degrees
dog-03: x=36.60, y=7.50, θ=32.0 degrees
dog-04: x=34.60, y=8.50, θ=228.0 degrees
dog-05: x=35.60, y=8.50, θ=109.0 degrees
dog-06: x=35.60, y=7.50, θ=262.0 degrees
dog-07: x=34.60, y=8.50, θ=249.0 degrees
dog-08: x=36.60, y=8.50, θ=14.0 degrees
dog-09: x=34.60, y=7.50, θ=147.0 degrees
dog-10: x=35.60, y=7.50, θ=184.0 degrees
dog-11: x=36.60, y=8.50, θ=170.0 degrees
dog-12: x=36.60, y=8.50, θ=11.0 degrees
dog-13: x=34.60, y=7.50, θ=9.0 degrees
dog-14: x=35.60, y=7.50, θ=40.0 degrees
dog-15: x=35.60, y=8.50, θ=40.0 degrees
dog-16: x=34.60, y=8.50, θ=300.0 degrees
dog-17: x=35.60, y=8.50, θ=103.0 degrees
dog-18: x=35.60, y=8.50, θ=37.0 degrees
dog-19: x=34.60, y=8.50, θ=153.0 degrees
dog-20: x=34.60, y=8.50, θ=72.0 degrees
# 2025-10-21 13:52:16
dog-01: x=35.30, y=8.90, θ=357.0 degrees
dog-02: x=37.30, y=8.90, θ=131.0 degrees
dog-03: x=37.30, y=7.90, θ=47.0 degrees
dog-04: x=35.30, y=8.90, θ=243.0 degrees
dog-05: x=36.30, y=8.90, θ=124.0 degrees
dog-06: x=36.30, y=7.90, θ=277.0 degrees
dog-07: x=35.30, y=8.90, θ=264.0 degrees
dog-08: x=37.30, y=8.90, θ=29.0 degrees
dog-09: x=35.30, y=7.90, θ=162.0 degrees
dog-10: x=36.30, y=7.90, θ=199.0 degrees
dog-11: x=37.30, y=8.90, θ=185.0 degrees
dog-12: x=37.30, y=8.90, θ=26.0 degrees
dog-13: x=35.30, y=7.90, θ=24.0 degrees
dog-14: x=36.30, y=7.90, θ=55.0 degrees
dog-15: x=36.30, y=8.90, θ=55.0 degrees
dog-16: x=35.30, y=8.90, θ=315.0 degrees
dog-17: x=36.30, y=8.90, θ=118.0 degrees
dog-18: x=36.30, y=8.90, θ=52.0 degrees
dog-19: x=35.30, y=8.90, θ=168.0 degrees
dog-20: x=35.30, y=8.90, θ=87.0 degrees
# 2025-10-21 13:52:18
dog-01: x=35.00, y=6.00, θ=12.0 degrees
dog-02: x=37.00, y=6.00, θ=146.0 degrees
dog-03: x=37.00, y=5.00, θ=62.0 degrees
dog-04: x=35.00, y=6.00, θ=258.0 degrees
dog-05: x=36.00, y=6.00, θ=139.0 degrees
dog-06: x=36.00, y=5.00, θ=292.0 degrees
dog-07: x=35.00, y=6.00, θ=279.0 degrees
dog-08: x=37.00, y=6.00, θ=44.0 degrees
dog-09: x=35.00, y=5.00, θ=177.0 degrees
dog-10: x=36.00, y=5.00, θ=214.0 degrees
dog-11: x=37.00, y=6.00, θ=200.0 degrees
dog-12: x=37.00, y=6.00, θ=41.0 degrees
dog-13: x=35.00, y=5.00, θ=39.0 degrees
dog-14: x=36.00, y=5.00, θ=70.0 degrees
dog-15: x=36.00, y=6.00, θ=70.0 degrees
dog-16: x=35.00, y=6.00, θ=330.0 degrees
dog-17: x=36.00, y=6.00, θ=133.0 degrees
dog-18: x=36.00, y=6.00, θ=67.0 degrees
dog-19: x=35.00, y=6.00, θ=183.0 degrees
dog-20: x=35.00, y=6.00, θ=102.0 degrees
# 2025-10-21 13:52:20
dog-01: x=35.70, y=6.40, θ=27.0 degrees
dog-02: x=37.70, y=6.40, θ=161.0 degrees
dog-03: x=37.70, y=5.40, θ=77.0 degrees
dog-04: x=35.70, y=6.40, θ=273.0 degrees
dog-05: x=36.70, y=6.40, θ=154.0 degrees
dog-06: x=36.70, y=5.40, θ=307.0 degrees
dog-07: x=35.70, y=6.40, θ=294.0 degrees
dog-08: x=37.70, y=6.40, θ=59.0 degrees
dog-09: x=35.70, y=5.40, θ=192.0 degrees
dog-10: x=36.70, y=5.40, θ=229.0 degrees
dog-11: x=37.70, y=6.40, θ=215.0 degrees
dog-12: x=37.70, y=6.40, θ=56.0 degrees
dog-13: x=35.70, y=5.40, θ=54.0 degrees
dog-14: x=36.70, y=5.40, θ=85.0 degrees
dog-15: x=36.70, y=6.40, θ=85.0 degrees
dog-16: x=35.70, y=6.40, θ=345.0 degrees
dog-17: x=36.70, y=6.40, θ=148.0 degrees
dog-18: x=36.70, y=6.40, θ=82.0 degrees
dog-19: x=35.70, y=6.40, θ=198.0 degrees
dog-20: x=35.70, y=6.40, θ=117.0 degrees
# 2025-10-21 13:52:22
dog-01: x=36.40, y=6.80, θ=42.0 degrees
dog-02: x=38.40, y=6.80, θ=176.0 degrees
dog-03: x=38.40, y=5.80, θ=92.0 degrees
dog-04: x=36.40, y=6.80, θ=288.0 degrees
dog-05: x=37.40, y=6.80, θ=169.0 degrees
dog-06: x=37.40, y=5.80, θ=322.0 degrees
dog-07: x=36.40, y=6.80, θ=309.0 degrees
dog-08: x=38.40, y=6.80, θ=74.0 degrees
dog-09: x=36.40, y=5.80, θ=207.0 degrees
dog-10: x=37.40, y=5.80, θ=244.0 degrees
dog-11: x=38.40, y=6.80, θ=230.0 degrees
dog-12: x=38.40, y=6.80, θ=71.0 degrees
dog-13: x=36.40, y=5.80, θ=69.0 degrees
dog-14: x=37.40, y=5.80, θ=100.0 degrees
dog-15: x=37.40, y=6.80, θ=100.0 degrees
dog-16: x=36.40, y=6.80, θ=0.0 degrees
dog-17: x=37.40, y=6.80, θ=163.0 degrees
dog-18: x=37.40, y=6.80, θ=97.0 degrees
dog-19: x=36.40, y=6.80, θ=213.0 degrees
dog-20: x=36.40, y=6.80, θ=132.0 degrees
# 2025-10-21 13:52:24
dog-01: x=37.10, y=6.90, θ=57.0 degrees
dog-02: x=39.10, y=6.90, θ=191.0 degrees
dog-03: x=39.10, y=5.90, θ=107.0 degrees
dog-04: x=37.10, y=6.90, θ=303.0 degrees
dog-05: x=38.10, y=6.90, θ=184.0 degrees
dog-06: x=38.10, y=5.90, θ=337.0 degrees
dog-07: x=37.10, y=6.90, θ=324.0 degrees
dog-08: x=39.10, y=6.90, θ=89.0 degrees
dog-09: x=37.10, y=5.90, θ=222.0 degrees
dog-10: x=38.10, y=5.90, θ=259.0 degrees
dog-11: x=39.10, y=6.90, θ=245.0 degrees
dog-12: x=39.10, y=6.90, θ=86.0 degrees
dog-13: x=37.10, y=5.90, θ=84.0 degrees
dog-14: x=38.10, y=5.90, θ=115.0 degrees
dog-15: x=38.10, y=6.90, θ=115.0 degrees
dog-16: x=37.10, y=6.90, θ=15.0 degrees
dog-17: x=38.10, y=6.90, θ=178.0 degrees
dog-18: x=38.10, y=6.90, θ=112.0 degrees
dog-19: x=37.10, y=6.90, θ=228.0 degrees
dog-20: x=37.10, y=6.90, θ=147.0 degrees
# 2025-10-21 13:52:26
dog-01: x=37.80, y=7.30, θ=72.0 degrees
dog-02: x=39.80, y=7.30, θ=206.0 degrees
dog-03: x=39.80, y=6.30, θ=122.0 degrees
dog-04: x=37.80, y=7.30, θ=318.0 degrees
dog-05: x=38.80, y=7.30, θ=199.0 degrees
dog-06: x=38.80, y=6.30, θ=352.0 degrees
dog-07: x=37.80, y=7.30, θ=339.0 degrees
dog-08: x=39.80, y=7.30, θ=104.0 degrees
dog-09: x=37.80, y=6.30, θ=237.0 degrees
dog-10: x=38.80, y=6.30, θ=274.0 degrees
dog-11: x=39.80, y=7.30, θ=260.0 degrees
dog-12: x=39.80, y=7.30, θ=101.0 degrees
dog-13: x=37.80, y=6.30, θ=99.0 degrees
dog-14: x=38.80, y=6.30, θ=130.0 degrees
dog-15: x=38.80, y=7.30, θ=130.0 degrees
dog-16: x=37.80, y=7.30, θ=30.0 degrees
dog-17: x=38.80, y=7.30, θ=193.0 degrees
dog-18: x=38.80, y=7.30, θ=127.0 degrees
dog-19: x=37.80, y=7.30, θ=243.0 degrees
dog-20: x=37.80, y=7.30, θ=162.0 degrees
# 2025-10-21 13:52:28
dog-01: x=37.50, y=7.70, θ=87.0 degrees
dog-02: x=39.50, y=7.70, θ=221.0 degrees
dog-03: x=39.50, y=6.70, θ=137.0 degrees
dog-04: x=37.50, y=7.70, θ=333.0 degrees
dog-05: x=38.50, y=7.70, θ=214.0 degrees
dog-06: x=38.50, y=6.70, θ=7.0 degrees
dog-07: x=37.50, y=7.70, θ=354.0 degrees
dog-08: x=39.50, y=7.70, θ=119.0 degrees
dog-09: x=37.50, y=6.70, θ=252.0 degrees
dog-10: x=38.50, y=6.70, θ=289.0 degrees
dog-11: x=39.50, y=7.70, θ=275.0 degrees
dog-12: x=39.50, y=7.70, θ=116.0 degrees
dog-13: x=37.50, y=6.70, θ=114.0 degrees
dog-14: x=38.50, y=6.70, θ=145.0 degrees
dog-15: x=38.50, y=7.70, θ=145.0 degrees
dog-16: x=37.50, y=7.70, θ=45.0 degrees
dog-17: x=38.50, y=7.70, θ=208.0 degrees
dog-18: x=38.50, y=7.70, θ=142.0 degrees
dog-19: x=37.50, y=7.70, θ=258.0 degrees
dog-20: x=37.50, y=7.70, θ=177.0 degrees
# 2025-10-21 13:52:30
dog-01: x=38.20, y=7.80, θ=102.0 degrees
dog-02: x=40.20, y=7.80, θ=236.0 degrees
dog-03: x=40.20, y=6.80, θ=152.0 degrees
dog-04: x=38.20, y=7.80, θ=348.0 degrees
dog-05: x=39.20, y=7.80, θ=229.0 degrees
dog-06: x=39.20, y=6.80, θ=22.0 degrees
dog-07: x=38.20, y=7.80, θ=9.0 degrees
dog-08: x=40.20, y=7.80, θ=134.0 degrees
dog-09: x=38.20, y=6.80, θ=267.0 degrees
dog-10: x=39.20, y=6.80, θ=304.0 degrees
dog-11: x=40.20, y=7.80, θ=290.0 degrees
dog-12: x=40.20, y=7.80, θ=131.0 degrees
dog-13: x=38.20, y=6.80, θ=129.0 degrees
dog-14: x=39.20, y=6.80, θ=160.0 degrees
dog-15: x=39.20, y=7.80, θ=160.0 degrees
dog-16: x=38.20, y=7.80, θ=60.0 degrees
dog-17: x=39.20, y=7.80, θ=223.0 degrees
dog-18: x=39.20, y=7.80, θ=157.0 degrees
dog-19: x=38.20, y=7.80, θ=273.0 degrees
dog-20: x=38.20, y=7.80, θ=192.0 degrees
# 2025-10-21 13:52:32
dog-01: x=38.90, y=8.20, θ=117.0 degrees
dog-02: x=40.90, y=8.20, θ=251.0 degrees
dog-03: x=40.90, y=7.20, θ=167.0 degrees
dog-04: x=38.90, y=8.20, θ=3.0 degrees
dog-05: x=39.90, y=8.20, θ=244.0 degrees
dog-06: x=39.90, y=7.20, θ=37.0 degrees
dog-07: x=38.90, y=8.20, θ=24.0 degrees
dog-08: x=40.90, y=8.20, θ=149.0 degrees
dog-09: x=38.90, y=7.20, θ=282.0 degrees
dog-10: x=39.90, y=7.20, θ=319.0 degrees
dog-11: x=40.90, y=8.20, θ=305.0 degrees
dog-12: x=40.90, y=8.20, θ=146.0 degrees
dog-13: x=38.90, y=7.20, θ=144.0 degrees
dog-14: x=39.90, y=7.20, θ=175.0 degrees
dog-15: x=39.90, y=8.20, θ=175.0 degrees
dog-16: x=38.90, y=8.20, θ=75.0 degrees
dog-17: x=39.90, y=8.20, θ=238.0 degrees
dog-18: x=39.90, y=8.20, θ=172.0 degrees
dog-19: x=38.90, y=8.20, θ=288.0 degrees
dog-20: x=38.90, y=8.20, θ=207.0 degrees
# 2025-10-21 13:52:34
dog-01: x=39.60, y=8.60, θ=132.0 degrees
dog-02: x=41.60, y=8.60, θ=266.0 degrees
dog-03: x=41.60, y=7.60, θ=182.0 degrees
dog-04: x=39.60, y=8.60, θ=18.0 degrees
dog-05: x=40.60, y=8.60, θ=259.0 degrees
dog-06: x=40.60, y=7.60, θ=52.0 degrees
dog-07: x=39.60, y=8.60, θ=39.0 degrees
dog-08: x=41.60, y=8.60, θ=164.0 degrees
dog-09: x=39.60, y=7.60, θ=297.0 degrees
dog-10: x=40.60, y=7.60, θ=334.0 degrees
dog-11: x=41.60, y=8.60, θ=320.0 degrees
dog-12: x=41.60, y=8.60, θ=161.0 degrees
dog-13: x=39.60, y=7.60, θ=159.0 degrees
dog-14: x=40.60, y=7.60, θ=190.0 degrees
dog-15: x=40.60, y=8.60, θ=190.0 degrees
dog-16: x=39.60, y=8.60, θ=90.0 degrees
dog-17: x=40.60, y=8.60, θ=253.0 degrees
dog-18: x=40.60, y=8.60, θ=187.0 degrees
dog-19: x=39.60, y=8.60, θ=303.0 degrees
dog-20: x=39.60, y=8.60, θ=222.0 degrees
# 2025-10-21 13:52:36
dog-01: x=40.30, y=8.70, θ=147.0 degrees
dog-02: x=42.30, y=8.70, θ=281.0 degrees
dog-03: x=42.30, y=7.70, θ=197.0 degrees
dog-04: x=40.30, y=8.70, θ=33.0 degrees
dog-05: x=41.30, y=8.70, θ=274.0 degrees
dog-06: x=41.30, y=7.70, θ=67.0 degrees
dog-07: x=40.30, y=8.70, θ=54.0 degrees
dog-08: x=42.30, y=8.70, θ=179.0 degrees
dog-09: x=40.30, y=7.70, θ=312.0 degrees
dog-10: x=41.30, y=7.70, θ=349.0 degrees
dog-11: x=42.30, y=8.70, θ=335.0 degrees
dog-12: x=42.30, y=8.70, θ=176.0 degrees
dog-13: x=40.30, y=7.70, θ=174.0 degrees
dog-14: x=41.30, y=7.70, θ=205.0 degrees
dog-15: x=41.30, y=8.70, θ=205.0 degrees
dog-16: x=40.30, y=8.70, θ=105.0 degrees
dog-17: x=41.30, y=8.70, θ=268.0 degrees
dog-18: x=41.30, y=8.70, θ=202.0 degrees
dog-19: x=40.30, y=8.70, θ=318.0 degrees
dog-20: x=40.30, y=8.70, θ=237.0 degrees
# 2025-10-21 13:52:38
dog-01: x=40.00, y=6.10, θ=162.0 degrees
dog-02: x=42.00, y=6.10, θ=296.0 degrees
dog-03: x=42.00, y=5.10, θ=212.0 degrees
dog-04: x=40.00, y=6.10, θ=48.0 degrees
dog-05: x=41.00, y=6.10, θ=289.0 degrees
dog-06: x=41.00, y=5.10, θ=82.0 degrees
dog-07: x=40.00, y=6.10, θ=69.0 degrees
dog-08: x=42.00, y=6.10, θ=194.0 degrees
dog-09: x=40.00, y=5.10, θ=327.0 degrees
dog-10: x=41.00, y=5.10, θ=4.0 degrees
dog-11: x=42.00, y=6.10, θ=350.0 degrees
dog-12: x=42.00, y=6.10, θ=191.0 degrees
dog-13: x=40.00, y=5.10, θ=189.0 degrees
dog-14: x=41.00, y=5.10, θ=220.0 degrees
dog-15: x=41.00, y=6.10, θ=220.0 degrees
dog-16: x=40.00, y=6.10, θ=120.0 degrees
dog-17: x=41.00, y=6.10, θ=283.0 degrees
dog-18: x=41.00, y=6.10, θ=217.0 degrees
dog-19: x=40.00, y=6.10, θ=333.0 degrees
dog-20: x=40.00, y=6.10, θ=252.0 degrees
# 2025-10-21 13:52:40
dog-01: x=40.70, y=6.50, θ=177.0 degrees
dog-02: x=42.70, y=6.50, θ=311.0 degrees
dog-03: x=42.70, y=5.50, θ=227.0 degrees
dog-04: x=40.70, y=6.50, θ=63.0 degrees
dog-05: x=41.70, y=6.50, θ=304.0 degrees
dog-06: x=41.70, y=5.50, θ=97.0 degrees
dog-07: x=40.70, y=6.50, θ=84.0 degrees
dog-08: x=42.70, y=6.50, θ=209.0 degrees
dog-09: x=40.70, y=5.50, θ=342.0 degrees
dog-10: x=41.70, y=5.50, θ=19.0 degrees
dog-11: x=42.70, y=6.50, θ=5.0 degrees
dog-12: x=42.70, y=6.50, θ=206.0 degrees
dog-13: x=40.70, y=5.50, θ=204.0 degrees
dog-14: x=41.70, y=5.50, θ=235.0 degrees
dog-15: x=41.70, y=6.50, θ=235.0 degrees
dog-16: x=40.70, y=6.50, θ=135.0 degrees
dog-17: x=41.70, y=6.50, θ=298.0 degrees
dog-18: x=41.70, y=6.50, θ=232.0 degrees
dog-19: x=40.70, y=6.50, θ=348.0 degrees
dog-20: x=40.70, y=6.50, θ=267.0 degrees
# 2025-10-21 13:52:42
dog-01: x=41.40, y=6.60, θ=192.0 degrees
dog-02: x=43.40, y=6.60, θ=326.0 degrees
dog-03: x=43.40, y=5.60, θ=242.0 degrees
dog-04: x=41.40, y=6.60, θ=78.0 degrees
dog-05: x=42.40, y=6.60, θ=319.0 degrees
dog-06: x=42.40, y=5.60, θ=112.0 degrees
dog-07: x=41.40, y=6.60, θ=99.0 degrees
dog-08: x=43.40, y=6.60, θ=224.0 degrees
dog-09: x=41.40, y=5.60, θ=357.0 degrees
dog-10: x=42.40, y=5.60, θ=34.0 degrees
dog-11: x=43.40, y=6.60, θ=20.0 degrees
dog-12: x=43.40, y=6.60, θ=221.0 degrees
dog-13: x=41.40, y=5.60, θ=219.0 degrees
dog-14: x=42.40, y=5.60, θ=250.0 degrees
dog-15: x=42.40, y=6.60, θ=250.0 degrees
